tier	l3_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags	is_cross_functional
1	Supplier Problem Resolution & Corrective Actions	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	16000000	0		N
1	Inbound Logistics Exception Management	Move & Fulfill	Inbound Logistics & Material Flow	AGENTIC	N	16000000	0		N
1	Vehicle & Part Order Allocation	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	16000000	0		N
1	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	15000000	0		N
1	Equipment Maintenance & Reliability	Make	Stamping Operations	AGENTIC	N	15000000	0		N
1	Production Planning & Scheduling (Stamping)	Make	Stamping Operations	DETERMINISTIC	N	15000000	0		N
1	Paint Quality & Rework Management	Make	Paint Operations	DETERMINISTIC	N	15000000	0		N
1	Finished Powertrain Logistics & Outbound Preparation	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	15000000	0		N
1	Battery Pack Assembly	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	15000000	0		N
1	Maintenance Performance Monitoring & Continuous Improvement	Make	Plant Maintenance & Reliability	AGENTIC	N	15000000	0		N
1	Supplier Quality & Development	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	N	15000000	0		N
1	Indirect Supplier Qualification & Selection	Procure Source & Buy	Indirect Procurement	AGENTIC	N	15000000	0		N
1	Logistics Performance & Supplier Collaboration	Move & Fulfill	Inbound Logistics & Material Flow	AGENTIC	N	15000000	0		N
1	Returnable Container Logistics & Tracking	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	15000000	0		N
1	Cross-Functional: Plan + Procure Source & Buy + Make + Move & Fulfill + Service	Cross-Functional	Toc	DETERMINISTIC	N	15000000	0		Y
1	Cross-Functional: Order + Procure Source & Buy + Move & Fulfill	Cross-Functional	Value Flow	AGENTIC	N	15000000	0		Y
1	Cross-Functional: Plan + Make + Move	Cross-Functional	Feedback Loop	DETERMINISTIC	N	15000000	0		Y
1	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	AGENTIC	N	14000000	0		N
1	Drive Unit Component & Sub-Assembly	Make	Electric Vehicle Battery & Drive Unit Production	AGENTIC	N	14000000	0		N
1	Drive Unit Final Assembly & Testing	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	14000000	0		N
1	Operator & Automated Quality Inspections	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	14000000	0		N
1	Advanced Product Quality Planning (APQP) & PPAP Management	Procure Source & Buy	Supplier Quality Management	DETERMINISTIC	N	14000000	0		N
1	Field Quality & Warranty Performance Management	Procure Source & Buy	Supplier Quality Management	DETERMINISTIC	N	14000000	0		N
1	Supplier Performance & Relationship Management (Strategic)	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	14000000	0		N
1	Commodity Data Analytics & Reporting	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	14000000	0		N
1	Inbound Logistics Network Design & Optimization	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	14000000	0		N
1	Outbound Logistics Network Strategy & Optimization	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	14000000	0		N
1	Dealer Order Management & Support	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	14000000	0		N
1	Customer Experience & Technical Support for Connected Services	Service	Connected Vehicle Services & OTA Updates	AGENTIC	N	14000000	0		N
1	Cross-Functional: Plan + Procure Source & Buy + Move & Fulfill	Cross-Functional	Five Whys	AGENTIC	N	14000000	0		Y
1	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	AGENTIC	N	12900000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	12800000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	12200000	0		N
1	Data & Technology Management for S&OP	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	12000000	0		N
1	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	AGENTIC	N	12000000	0		N
1	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	12000000	0		N
1	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	12000000	0		N
1	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	DETERMINISTIC	N	12000000	0		N
1	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	12000000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	AGENTIC	N	12000000	0		N
1	Quality Control & Metrology	Make	Body Shop & Welding	DETERMINISTIC	N	12000000	0		N
1	Quality Control & Metrology	Make	Body Shop & Welding	DETERMINISTIC	N	12000000	0		N
1	Non-Conformance & Rework Management	Make	Body Shop & Welding	AGENTIC	N	12000000	0		N
1	Paint Shop Maintenance & Reliability	Make	Paint Operations	AGENTIC	N	12000000	0		N
1	Material Flow & In-Plant Logistics	Make	Trim Chassis & Final Assembly	AGENTIC	N	12000000	0		N
1	Exception & Non-Conformance Management	Make	Trim Chassis & Final Assembly	AGENTIC	N	12000000	0		N
1	Core Machining & Component Fabrication	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	12000000	0		N
1	Core Machining & Component Fabrication	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	12000000	0		N
1	Core Machining & Component Fabrication	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	12000000	0		N
1	Quality Control & Performance Testing	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	12000000	0		N
1	Quality Control & Performance Testing	Make	Powertrain Manufacturing (Engine & Transmission)	AGENTIC	N	12000000	0		N
1	Quality Control & Assurance	Make	Electric Vehicle Battery & Drive Unit Production	AGENTIC	N	12000000	0		N
1	Supplier Communication & Collaboration	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	12000000	0		N
1	Supplier Innovation Management	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	N	12000000	0		N
1	Supplier Capacity & Business Continuity Planning	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	12000000	0		N
1	Purchase Order Creation & Issuance	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	12000000	0		N
1	Purchase Order Creation & Issuance	Procure Source & Buy	Purchase Order Management & Execution	AGENTIC	N	12000000	0		N
1	Cost & Value Optimization Initiatives	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	12000000	0		N
1	Supply Base Risk & Resilience Management	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	12000000	0		N
1	Supplier Relationship & Innovation Management	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	12000000	0		N
1	Outbound Logistics Network Strategy & Optimization	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	12000000	0		N
1	Outbound Logistics Network Strategy & Optimization	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	12000000	0		N
1	Continuous Improvement & Data Analytics	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	12000000	0		N
1	Service Parts Warehouse & Distribution Center Operations	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	12000000	0		N
1	Service Parts Warehouse & Distribution Center Operations	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	12000000	0		N
1	Service Parts Inventory Planning & Replenishment	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	12000000	0		N
1	Returns & Reverse Logistics Management	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	12000000	0		N
1	Inventory Positioning & Optimization	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	12000000	0		N
1	Logistics Performance Management & Analytics	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	12000000	0		N
1	Logistics Capital Planning & Investment	Move & Fulfill	Logistics Network Optimization	AGENTIC	N	12000000	0		N
1	Logistics Capital Planning & Investment	Move & Fulfill	Logistics Network Optimization	AGENTIC	N	12000000	0		N
1	Cross-Functional: Plan + Make + Plan	Cross-Functional	Five Whys	AGENTIC	N	12000000	0		Y
1	Cross-Functional: Make + Plan + Factory Orchestration	Cross-Functional	Value Flow	AGENTIC	N	12000000	0		Y
1	Cross-Functional: Plan + Move	Cross-Functional	Feedback Loop	DETERMINISTIC	N	12000000	0		Y
1	Inventory & Working Capital Optimization	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	11000000	0		N
1	Material Handling & Preparation	Make	Stamping Operations	DETERMINISTIC	N	11000000	0		N
1	Paint Quality & Rework Management	Make	Paint Operations	AGENTIC	N	11000000	0		N
1	Warranty Policy & Program Development	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	11000000	0		N
1	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	AGENTIC	N	10000000	0		N
1	Die Engineering & Management	Make	Stamping Operations	DETERMINISTIC	N	10000000	0		N
1	Material Handling & Preparation	Make	Stamping Operations	AGENTIC	N	10000000	0		N
1	Continuous Improvement & Process Optimization	Make	Stamping Operations	DETERMINISTIC	N	10000000	1	CONFIDENCE_GAP	N
1	Quality Management & Control	Make	Trim Chassis & Final Assembly	AGENTIC	N	10000000	0		N
1	Battery Pack Assembly	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	10000000	0		N
1	Operator & Automated Quality Inspections	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	10000000	0		N
1	Compliance & Risk Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	10000000	0		N
1	Returnable Container Fleet Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	10000000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	9800000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	9000000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	9000000	0		N
1	Die Engineering & Management	Make	Stamping Operations	DETERMINISTIC	N	9000000	0		N
1	Production Planning & Sequencing Integration	Make	Body Shop & Welding	DETERMINISTIC	N	9000000	0		N
1	Paint Shop Maintenance & Reliability	Make	Paint Operations	DETERMINISTIC	N	9000000	0		N
1	Exception & Non-Conformance Management	Make	Trim Chassis & Final Assembly	AGENTIC	N	9000000	0		N
1	Core Machining & Component Fabrication	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	9000000	0		N
1	Maintenance Strategy & Planning	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	9000000	0		N
1	Internal Production Logistics & Material Handling	Make	Production Support Services	DETERMINISTIC	N	9000000	0		N
1	Contract & Agreement Management (Post-Award)	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	9000000	0		N
1	Line-side Material Delivery	Move & Fulfill	Inbound Logistics & Material Flow	AGENTIC	N	9000000	0		N
1	Compliance & Risk Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	9000000	0		N
1	Vehicle & Part Order Allocation	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	9000000	0		N
1	Global Trade & Export Order Compliance	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	9000000	0		N
1	Logistics Capital Planning & Investment	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	9000000	0		N
1	Dealer Claims Submission & Front-End Validation	Service	Warranty Administration & Claims Management	AGENTIC	N	9000000	0		N
1	Supplier Defect Management & Recovery	Service	Recall & Field Service Action Management	AGENTIC	N	9000000	0		N
1	Cross-Functional: Plan + Procure Source & Buy	Cross-Functional	Value Flow	AGENTIC	N	9000000	0		Y
1	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	8200000	0		N
1	Constraint & Exception Management	Plan	Production Planning & Scheduling	AGENTIC	N	8200000	0		N
1	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	8000000	0		N
1	Body-In-White (BIW) Assembly Execution	Make	Body Shop & Welding	AGENTIC	N	8000000	0		N
1	Plant Maintenance & Asset Management	Make	Powertrain Manufacturing (Engine & Transmission)	AGENTIC	N	8000000	0		N
1	Maintenance Strategy & Planning	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	8000000	0		N
1	Invoice & Payment Reconciliation	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	8000000	0		N
1	Service Parts Warehouse & Distribution Center Operations	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	8000000	0		N
1	Returnable Container Logistics & Tracking	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	8000000	0		N
1	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	7600000	0		N
1	Production Planning & Scheduling (Stamping)	Make	Stamping Operations	DETERMINISTIC	N	7000000	0		N
1	Paint Process Engineering & Optimization	Make	Paint Operations	DETERMINISTIC	N	7000000	0		N
1	Vehicle Assembly Operations	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	7000000	0		N
1	Battery Pack Assembly	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	7000000	0		N
1	Exception & Dispute Management	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	7000000	0		N
1	Vehicle Distribution Center (VDC) Operations	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	7000000	0		N
1	Service & Upfit Quality Assurance	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	7000000	0		N
1	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	6000000	0		N
1	Battery Pack Assembly	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	6000000	0		N
1	In-Process Component & Assembly Verification	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	6000000	0		N
1	In-Process Component & Assembly Verification	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	6000000	0		N
1	Logistics Network Design & Modeling	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	6000000	0		N
1	Finished Goods Handling & Dispatch	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	5700000	0		N
1	Connected Vehicle Data Governance & Analytics	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	N	5600000	0		N
1	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	DETERMINISTIC	N	5200000	0		N
2	Service Parts Demand Forecasting	Service	Service Parts Planning & Management	AGENTIC	N	44853000	0		N
2	Emergency & Escalation Management	Service	Recall & Field Service Action Management	AGENTIC	N	44853000	1	CONFIDENCE_GAP	N
2	Fleet Service Network & Capacity Management	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	44853000	0		N
2	Connected Services & Aftermarket Order Integration	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	42000000	1	CONFIDENCE_GAP	N
2	Supplier Relationship Management (Operational & Strategic)	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	40000000	0		N
2	Returnable Container Fleet Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	40000000	1	CONFIDENCE_GAP	N
2	Parts Supply Chain & Logistics Coordination	Service	Recall & Field Service Action Management	DETERMINISTIC	N	40000000	0		N
2	Service Parts Supplier Relationship Management	Service	Service Parts Planning & Management	AGENTIC	N	28000000	0		N
2	Carrier Performance & Relationship Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	26000000	0		N
2	Supplier Risk Management	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	24000000	0		N
2	Labor & Skills Capacity Planning	Plan	Capacity Planning & Constraint Management	AGENTIC	N	22000000	0		N
2	Service Parts Order Management	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	20000000	0		N
2	Service Parts Returns & Reverse Logistics	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	20000000	0		N
2	Logistics Capacity Planning	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	15000000	0		N
2	Supplier Quality System Audits & Compliance	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	15000000	0		N
2	Returns & Reverse Logistics Management	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	15000000	1	CONFIDENCE_GAP	N
2	Order Fulfillment Exception & Escalation Management	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	15000000	0		N
2	Order Fulfillment Exception & Escalation Management	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
2	Service Parts Regulatory Compliance & Quality Assurance	Service	Service Parts Planning & Management	DETERMINISTIC	N	12000000	0		N
2	Service Parts Inbound Logistics	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	10000000	0		N
2	Inbound Transportation Planning & Scheduling	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	9500000	0		N
2	Equipment Maintenance & Reliability	Make	Stamping Operations	AGENTIC	N	9000000	0		N
2	Inbound Transportation Planning & Scheduling	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	9000000	0		N
2	Inbound Transportation Planning & Scheduling	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	7500000	0		N
2	Inbound Transportation Execution & Monitoring	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	6500000	1	CONFIDENCE_GAP	N
2	Customer Order Receipt & Validation	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
2	Claim Adjudication & Processing	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	6000000	0		N
2	Inbound Transportation Planning & Scheduling	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	5500000	0		N
2	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	DETERMINISTIC	N	5000000	0		N
2	Expendable Packaging Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	4800000	0		N
2	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	AGENTIC	N	4700000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	AGENTIC	N	4600000	0		N
2	Service Parts Logistics Operations	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	4500000	0		N
2	Invoice & Payment Reconciliation	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	4300000	0		N
2	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4200000	0		N
2	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4200000	0		N
2	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4200000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	AGENTIC	N	4200000	0		N
2	Production Planning & Sequencing Integration	Make	Body Shop & Welding	DETERMINISTIC	N	4200000	0		N
2	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4000000	0		N
2	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	AGENTIC	N	4000000	0		N
2	Material Handling & Preparation	Make	Stamping Operations	DETERMINISTIC	N	4000000	0		N
2	Pricing Management	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	4000000	0		N
2	Transportation Compliance & Risk Management	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	4000000	0		N
2	Logistics Network Design & Modeling	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	4000000	0		N
2	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3800000	0		N
2	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	AGENTIC	N	3600000	0		N
2	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	AGENTIC	N	3600000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	AGENTIC	N	3600000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3500000	0		N
2	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	AGENTIC	N	3250000	0		N
2	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3200000	0		N
2	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3200000	0		N
2	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3200000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3200000	0		N
2	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2900000	0		N
2	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	2900000	0		N
2	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	AGENTIC	N	2900000	0		N
2	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	AGENTIC	N	2800000	0		N
2	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2750000	0		N
2	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2750000	0		N
2	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	AGENTIC	N	2600000	0		N
2	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	2600000	0		N
2	Service Parts Logistics Operations	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	2500000	0		N
2	Transportation Compliance & Risk Management	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	2500000	0		N
2	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	AGENTIC	N	2480000	0		N
2	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2400000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2400000	0		N
2	Packaging Cost Management & Optimization	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	2400000	0		N
2	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2300000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2300000	0		N
2	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2200000	0		N
2	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2200000	0		N
2	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2100000	0		N
2	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	AGENTIC	N	2100000	0		N
2	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2100000	0		N
2	Compliance & Risk Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	2000000	0		N
2	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1900000	0		N
2	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	1900000	0		N
2	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	1800000	0		N
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1800000	0		N
2	Cross-Functional: Plan + Fulfill	Cross-Functional	Five Whys	AGENTIC	N	1800000	0		Y
2	Warranty Performance Monitoring & Analytics	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	1500000	0		N
2	Cross-Functional: Plan + Make + Procure Source & Buy	Cross-Functional	Value Flow	DETERMINISTIC	N	1500000	0		Y
2	Cross-Functional: Make + Plan + Move & Fulfill	Cross-Functional	Five Whys	DETERMINISTIC	N	1500000	0		Y
2	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	AGENTIC	N	1400000	0		N
2	Cross-Functional: Procure Source & Buy + Plan	Cross-Functional	Five Whys	DETERMINISTIC	N	1200000	0		Y
2	Invoice & Payment Reconciliation	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	1000000	0		N
2	Compliance & Risk Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	1000000	0		N
3	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	120000000	1	CONFIDENCE_GAP	N
3	Supplier Development & Capacity Management	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	120000000	1	CONFIDENCE_GAP	N
3	Indirect Category Management & Stakeholder Engagement	Procure Source & Buy	Indirect Procurement	DETERMINISTIC	N	120000000	0		N
3	Third-Party & Supplier Management	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	90000000	0		N
3	Packaging Cost Management & Optimization	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	60000000	0		N
3	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	54000000	0		N
3	Connected Services & Aftermarket Order Integration	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	54000000	0		N
3	Fleet Service Network & Capacity Management	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	50000000	1	CONFIDENCE_GAP	N
3	Order Management System & Data Governance	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	46000000	1	CONFIDENCE_GAP	N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	AGENTIC	N	45000000	0		N
3	Dealer Order Management & Support	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	45000000	0		N
3	Financial Integration & Profitability Analysis	Plan	Sales & Operations Planning (S&OP)	AGENTIC	N	44853000	0		N
3	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	AGENTIC	N	44853000	0		N
3	Regulatory & Compliance Inventory Review	Plan	Inventory Planning & Optimization	DETERMINISTIC	N	44853000	0		N
3	Supplier Financial Health Monitoring	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	44853000	0		N
3	Supplier Financial Health Monitoring	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	N	44853000	0		N
3	Technology & Innovation Scouting	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	44853000	0		N
3	Indirect Spend Analytics & Optimization	Procure Source & Buy	Indirect Procurement	DETERMINISTIC	N	44853000	0		N
3	Indirect Category Management & Stakeholder Engagement	Procure Source & Buy	Indirect Procurement	DETERMINISTIC	N	44853000	0		N
3	Receiving & Putaway Operations	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	44853000	1	CONFIDENCE_GAP	N
3	Service Parts Returns & Reverse Logistics	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	44853000	0		N
3	Global Trade & Customs Compliance (Service Parts)	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	44853000	1	CONFIDENCE_GAP	N
3	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	42000000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	42000000	1	CONFIDENCE_GAP	N
3	Inventory Performance Monitoring & Analytics	Plan	Inventory Planning & Optimization	DETERMINISTIC	N	42000000	0		N
3	Indirect Sourcing Strategy & Planning	Procure Source & Buy	Indirect Procurement	DETERMINISTIC	N	42000000	0		N
