rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
145	e8321eda4b9b	Monitor & Report Demand	Monitor LSP Spend & Contract Compliance	Logistics Service Provider (LSP) Selection and Management	Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
146	ec5aedcba540	Track Shipment of Goods Or Delivery of Service	Receive Goods & Services	Order to "Ok To Pay"	Source & Procure	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
147	f23809244115	Manage Rough-Cut Capacity Planning	Manage Production and Capacity Planning	Tactical Supply Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
148	f55d779681c7	Create Phase-In/Out Profiles	Manage NPI and Phase-In/Out	Demand Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
149	f79920295739	Determine Network Optimization Changes	Develop Network Strategy	Fulfilment Strategy	Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
150	ffd49505791e	Create Baseline Scenario	Plan And Monitor Demand Scenario	Demand Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
151	cf-fl-04766918	Improve Demand Forecasting Fidelity	Cross-Functional: Demand Domain (Plan) + Inventory Domain (Plan) + Procurement Domain (Source)	Feedback Loop	Cross-Functional	1.0000	0.5000	0.5000	1.0000	1.0000	0.1429	0.6536	N			1	8500000
152	cf-toc-47d0507a	Contract Coverage Tightening	Cross-Functional: Procurement + Finance	Toc	Cross-Functional	1.0000	0.5000	0.5000	1.0000	1.0000	0.1429	0.6536	N			1	7000000
153	cf-fl-d9ceaa33	Dynamic Inventory Management	Cross-Functional: Inventory Domain + Fulfill Domain + Finance Domain	Feedback Loop	Cross-Functional	1.0000	0.5000	0.5000	1.0000	1.0000	0.1429	0.6536	N			1	6000000
154	cf-toc-5230480b	Inventory Policy Harmonization	Cross-Functional: Inventory + Finance	Toc	Cross-Functional	1.0000	0.5000	0.5000	1.0000	1.0000	0.1429	0.6536	N			1	6000000
155	cf-fl-4f554266	Promotion ROI Optimization	Cross-Functional: Revenue Domain + Demand Domain + Plan Domain	Feedback Loop	Cross-Functional	1.0000	0.5000	0.5000	1.0000	1.0000	0.1429	0.6536	N			1	5200000
156	0d1c504de366	Optimize Process Performance	Manage Business Processes	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.6000	0.2500	1.0000	1.0000	0.6450	N			1	2000000
157	84e2bc250392	Identify & Implement Improvement Opportunities Aligned To Strategy	Manage Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.6750	0.2500	1.0000	0.8571	0.6314	N			1	3762000
158	ae49ca0cbf6c	Align With Corporate Responsibility & Ethics Strategies	Develop Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.6500	0.2500	1.0000	0.8571	0.6264	N			1	3762000
159	ef00df91d609	Manage And Communicate Exceptions	Conduct Distribution Requirements Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.6250	0.2500	1.0000	0.8571	0.6214	N			1	7000000
160	57d4fb2cc83b	Manage Purchase Order Cancellation	Conduct Transactional Procurement	Order to "Ok To Pay"	Source & Procure	0.5000	0.5000	0.6250	0.2500	1.0000	0.8571	0.6214	N			1	3762000
161	fdfd33114a44	Manage Procurement Function Budget	Manage Performance Objectives	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.6250	0.2500	1.0000	0.8571	0.6214	N			1	3762000
162	922cc4c29f92	Align Sales Target	Conduct Volume to Value Planning	Sales & Operations Planning	Plan	0.5000	0.5000	0.6000	0.2500	1.0000	0.8571	0.6164	N			1	12000000
163	cbe6c24ec2c5	Review Demand Plan	Prepare and Conduct Portfolio Review	Sales & Operations Planning	Plan	0.5000	0.5000	0.6000	0.2500	1.0000	0.8571	0.6164	N			1	8000000
164	45e07c51e6f4	Review Target Achieved	Prepare and Conduct Sales/Activity Review	Sales & Operations Planning	Plan	0.5000	0.5000	0.6000	0.2500	1.0000	0.8571	0.6164	N			1	7000000
165	558e9fe392a3	Assess Demand Patterns	Define Statistical Forecast Model	Forecast Analytics	Plan	0.5000	0.5000	0.6000	0.2500	1.0000	0.8571	0.6164	N			1	6000000
166	f5f0082a703d	Review Results	Conduct Distribution Requirements Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.6000	0.2500	1.0000	0.8571	0.6164	N			1	5000000
167	433afa53a6fb	Gather Requirements for Customer Experience	Manage Customer Experience	Business Intake	Source & Procure	0.5000	0.5000	0.6000	0.2500	1.0000	0.8571	0.6164	N			1	1500000
168	03074e996bb1	Execute & Manage Qualifications & Due Diligences	Manage Supplier Lifecycle	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
169	03aea5f1bdd0	Review Production Capacity Utilization	Prepare and Conduct Supply Review	Sales & Operations Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
170	0425f91fee0d	Manage Scraps And Obsolete Inventory	Manage Returns	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
171	04b188134659	Define Objectives And Strategy & Set Targets for Suppliers	Develop And Collaborate With Suppliers	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
172	05e7e2fc8dfe	Perform Yard capacity planning	Manage time slots	Transportation Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
173	061c21b51f48	Review And Validate Results	Measure And Manage Demand Performance & Improvement	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
174	06b3257fcb84	Define Credit & Collection Policy	Manage Credits	Order Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
175	0d192e4aec63	Determine Procurement & Finance Objectives	Conduct Budget Planning	Budget Alignment	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
176	0edab195e348	Perform Dynamic Routing	Execute Shipments	Transportation Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
177	0f84440864a6	Define Vision, Purpose And Objectives	Define Risk & Resilience Strategy & Governance	Risk & Resiliency	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
178	1215c0b232ff	Develop Predictive Insights Approach	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
179	2cc774a9ce38	Define Market Intelligence Approach	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
180	325cdf63dfd8	Bridge P&L Actuals	Analyse Variance and Mitigate	Control & Monitoring	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
181	356fd8ab8c07	Define Value Realization Framework	Manage Performance Objectives	Execute Governance & Infrastructure	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
182	35f06a0dec84	Evaluate Available Channel	Identify Channel and Execute Request	Business Intake	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
183	3927a5c48b61	Perform Network Risk Assessment	Develop Network Strategy	Fulfilment Strategy	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
184	3e10dede509a	Define Change Roadmap	Define Risk & Resilience Strategy & Governance	Risk & Resiliency	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
185	411cf5dc7f7b	Manage Customer Delivery	Execute Shipments	Transportation Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
186	413fd3b560ac	Assign Request To Correct Channel	Identify Channel and Execute Request	Business Intake	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
187	4679d5259084	Define Tco Model & Other Analytics Models	Develop Category Costs Profile	Category Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
188	47fcbe77922c	Prioritize Production Versions	Intigrate And Optimize Production Parameter	Supply Strategy & Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
189	4eaf56e08e4f	Evaluate Models	Manage Supply Network	Supply Strategy & Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
190	518d4915887a	Consult Category Card	Identify Channel and Execute Request	Business Intake	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
191	543a5dd1d264	Update Footprint	Define Steering Model	Supply Strategy & Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
192	54ad753c4ffb	Analyse Demand Drivers & Develop Recommendations	Identify and Implement Demand Initiatives	Demand Planning for Source & Procure	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
193	5694d61afe48	Put Away	Receive Goods	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
194	57e95902dc0d	Apply Rules And Logic	Define Demand Aggregation Or Disaggregation	Demand Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
195	61148e2c0517	Define Supplier Lifecycle Approach	Manage Supplier Lifecycle	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
196	626b2048e6e1	Define Policies & Procedures	Define Risk & Resilience Strategy & Governance	Risk & Resiliency	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
197	63069f38afc2	Analyse KPI Performance	Measure And Manage Demand Performance & Improvement	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
198	63aa5637a65a	Conduct Supplier Segmentation	Manage Supplier Segmentation	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
199	65a4b94eed81	Track & Report On Benefits & Performance	Report Benefits and Performance	Control & Monitoring	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
200	662538e18330	Evaluate Performance	Manage Supplier Relationships	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
201	6683d8154951	Define Procurement Sustainability Goals & Objectives	Develop Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
202	68bc640ee7fd	Review Revenue Projections	Prepare and Conduct Demand Review	Sales & Operations Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
203	6b0ce2f06b98	Define KPI'S	Manage Supplier Performance	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
204	6eaeb222d492	Calculate Freight Cost	Manage Freight cost	Transportation Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
205	70c1a3bc0499	Define Procurement Sustainability Governance	Develop Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
206	74e24e740149	Update Pricing In Finance Model	Integrate Budget to Initiatives	Budget Alignment	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
207	76c12754e1f1	Integrate With Company-Wide Initiatives	Manage Category Governance	Partner With Stakeholders	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
208	7945c8e48c87	Manage Return Orders	Manage Returns	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
209	7967a25f1173	Define Internal Demand Analytics Approach	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
210	7cdfcdf0ea23	Align With Broader Supply Chain Risk & Resilience Strategies	Define Risk & Resilience Strategy & Governance	Risk & Resiliency	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
211	7ffa83d5cdcb	Maintain Racks / Mhe / Automation	Manage Warehouse Assets and MHE (Material Handling Equipment'S)	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
212	80b8d366b33e	Review Forecast Accuracy	Prepare and Conduct Demand Review	Sales & Operations Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
213	86055770bc7e	Receive And Generate Goods Receipts	Receive Goods	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
214	868e78cf6e42	Define Goals And Objectives	Define Procurement Vision & Strategic Roadmap	Define Functional Strategy	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
215	87639dd537f1	Conduct Assessment	Manage Supplier Performance	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
216	8ce6276537d0	Generate Forecast	Generate Forecast and Manage Exceptions	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
217	90850291e761	Adjust Inventory	Manage Returns	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
218	958b2caa6077	Extract Spend Data	Manage Spend Visibility	Insight & Analytics	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
219	961d5ab2a2f6	Define KPI Framework And Definition	Develop Strategy and Target Setting	Fulfilment Strategy	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
220	9a593199573d	Define Diagnostic Insights Approach	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
221	9ded1a57c517	Define & Implement Action Plans	Analyse Variance and Mitigate	Control & Monitoring	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
222	9eda02b01f75	Validate Order	Capture Order	Order Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
223	9f1b3209146e	Prioritize Categories	Identify and Implement Demand Initiatives	Demand Planning for Source & Procure	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
224	9fb4eaa963dc	Manage Stock transfers	Execute Shipments	Transportation Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
225	a17c3405c311	Generate Ml Forecast	Define Ml Forecast Model	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
226	a7d582d7ae94	Measure & Report Category Performance	Manage Category Governance	Partner With Stakeholders	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
227	a875b2779cea	Manage Fleet Equipment	Manage Fleets	Transportation Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
228	ae2040a73b4a	Monitor Progress On Key Actions	Manage Supplier Performance	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
229	b18ffe553c75	Develop & Validate Category Budget Plan	Conduct Budget Planning	Budget Alignment	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
230	b3825475c263	Inspect Returned Goods	Manage Returns	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
231	b7fb3fda1ed3	Implement Demand Management Plan	Identify and Implement Demand Initiatives	Demand Planning for Source & Procure	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
232	bb52815824a5	Check Historical Sales Data	Generate Forecast and Manage Exceptions	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
233	c0c49a58e39d	Update Budget Planning & Forecasts	Align Budget	Budget Alignment	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
234	c3a9fba1e137	Analyse Reports	Analyse Variance and Mitigate	Control & Monitoring	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
235	c4e274ce0e66	Define Should Cost Model	Develop Category Costs Profile	Category Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
236	c80b038833e4	Execute Corrective Action Plans	Manage Category Governance	Partner With Stakeholders	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
237	ca554bbf2948	Review Revenue, Cost And Margins	Prepare and Conduct Executive S&Op	Sales & Operations Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
238	cae8d7300a5e	Review Forecast Results	Generate Forecast and Manage Exceptions	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
239	cb89f48b12fe	Identify Suppliers & Create Relationship Charter	Develop And Collaborate With Suppliers	Supplier Management	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
240	cb8d2060447f	Assess Gap Closure	Measure And Manage Demand Performance & Improvement	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
241	ce5ad4ce3f54	Run Time Series Analysis	Implement Short Term Demand Sensing	Forecast Analytics	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
242	d346da68da2d	Pack Order	Execute Pick and Pack	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
243	d6b86e3b096a	Define And Cascade Targets	Develop and Maintain Reporting, KPI and Scorecards Standards	Performance Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
244	dbdb617f5dca	Clean & Harmonize Spend Data	Manage Spend Visibility	Insight & Analytics	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
245	e2b9527b3797	Perform Restricted Party Screening	Manage Trade Compliance	Global Trade Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
246	e835ba8d3973	Validate Input Data for Finance Model	Integrate Budget to Initiatives	Budget Alignment	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
247	e9e9def63df9	Define Budget Planning Approach	Conduct Budget Planning	Budget Alignment	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
248	f08bbdb31113	Identify Uncertainties	Plan And Monitor Demand Scenario	Demand Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
249	f206da87f2b2	Determine Optimal Location/Slots & Rearrangement/Slots & Rearrangement	Manage Storage Capacity & Inventory	Warehouse Management	Fulfill	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
250	f44b3491f8b4	Enable Catalogues	Enable Buying Channels	Business Intake	Source & Procure	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
251	f9fb8ab9cd64	Identify Gaps In Sales	Prepare and Conduct Sales/Activity Review	Sales & Operations Planning	Plan	1.0000	0.5000	0.5000	1.0000	0.6000	0.0000	0.5850	N			0	0
252	2e6f5dc95e1c	Maintain Product Master	Manage Demand Planning Data	Forecast Analytics	Plan	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
253	504eb8c088c4	Load Customer Master	Manage Demand Planning Data	Forecast Analytics	Plan	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
254	6dbe20214cf2	Develop Methodology for Measuring Performance	Report Benefits and Performance	Control & Monitoring	Source & Procure	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
255	92d385d08e21	Manage Supplier Data	Manage Supplier Lifecycle	Supplier Management	Source & Procure	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
256	9b32944aa478	Make Manual Adjustments	Generate Forecast and Manage Exceptions	Forecast Analytics	Plan	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
257	cf70fced740b	Perform Match & Pay	Manage Freight cost	Transportation Management	Fulfill	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
258	d336a4f1cd15	Identify & Manage Innovation Initiatives	Manage Supplier Innovation	Supplier Management	Source & Procure	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
259	e1fee39b5e4c	Manage Control Framework Governance	Manage Control Framework	Execute Governance & Infrastructure	Source & Procure	1.0000	0.2500	0.5000	1.0000	0.6000	0.0000	0.5475	N			0	0
260	5c560d793854	Define Stock Allocation Rules	Define Order Allocations Rules	Order Management	Fulfill	0.5000	1.0000	0.5000	1.0000	0.6000	0.0000	0.5350	N			0	0
261	cf-fl-29d34ac6	Risk-Adjusted Supplier Optimization	Cross-Functional: Procurement Domain + Supply Domain + Finance Domain	Feedback Loop	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	4200000
262	vf-fl-5664204d	Promotional Revenue Alignment Agent	Cross-Functional: Revenue + Plan + Fulfill	Value Flow	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	3500000
263	cf-fl-4f7d58c5	Smarter Expediting Control	Cross-Functional: Fulfill Domain + Plan Domain + Procurement Domain	Feedback Loop	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1800000
264	vf-5w-233304ce	Cross-Functional Exception Orchestration	Cross-Functional: Digital Control Tower + Plan + Fulfill + Source & Procure	Value Flow	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1500000
265	cf-5w-33226c51	Real-Time End-to-End Fulfillment Orchestration	Cross-Functional: Plan + Fulfill	Five Whys	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1200000
266	cf-5w-d07e690b	Cross-Domain Real-Time Demand Synchronization	Cross-Functional: Plan + Fulfill + Digital Control Tower	Five Whys	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1200000
267	cf-5w-fa7f3c4f	Cross-Functional Scenario Planning & EBITDA Guardrails	Cross-Functional: Finance + Plan + Fulfill	Five Whys	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1100000
268	cf-5w-c64ed837	Unified Supplier Governance & Real-Time Contract Utilization	Cross-Functional: Procurement + Source & Procure	Five Whys	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1000000
269	vf-5w-882c1e87	Integrated Supplier Collaboration Loop	Cross-Functional: Source & Procure + Plan + Procurement	Value Flow	Cross-Functional	0.5000	1.0000	0.5000	0.2500	1.0000	0.1429	0.5286	N			1	1000000
270	135405fba822	Receive Supplier Commit	Conduct Supplier Collaborative Planning	Tactical Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
271	1c5a24b863af	Get Visibility of Supplies To Customers	Conduct Customer Collaborative Planning And Vmi( Vendor Managed Inventory)	Tactical Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
272	2995301f25f9	Finalise Supply Options	Conduct Supply Scenario Planning	Tactical Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
273	31eab2424e6f	Share Supplier Forecast	Conduct Supplier Collaborative Planning	Tactical Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
274	382ca7c25f53	Revise tactical transport Plan	Forecast Transport Operations	Transportation Management	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
275	39e8d34a9bdd	Develop load and sequence plan	Plan Transportation	Transportation Management	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
276	3d5cfb1b1a09	Process Payment Write-offs	Manage Payment Collections	Order Management	Fulfill	1.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.5100	N			0	0
277	48526f377f6b	Manage Data Update Routines And Communication Approach	Establish Master Data Governance	Fulfilment Strategy	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
278	4878956f3135	Manage Driver & Fleet Scheduling	Plan Transportation	Transportation Management	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
279	4a62073d3817	Execute Planning Run	Conduct Material Requirements Planning	Operational Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
280	5af4dc4c127f	Load Trucks (Moving the Goods Into the Truck)	Manage Loading & Shipping	Warehouse Management	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
281	5b25e3c28959	Sequencing of Production Plan	Manage Production Scheduling	Operational Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
282	744b9a2a5967	Co-Plan With Business Stakeholders	Manage Category Governance	Partner With Stakeholders	Source & Procure	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
283	961a9116a87c	Plan Shipments	Plan Transportation	Transportation Management	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
284	abbb3f658ff0	Redline And Author	Author Contract	Contract Management	Source & Procure	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
285	c250acda390b	Review Planned Orders , Pos	Conduct Material Requirements Planning	Operational Supply Planning	Plan	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
286	dc3c9b75f9bb	Identify Partners for Innovation	Manage Supplier Innovation	Supplier Management	Source & Procure	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
287	e2dfc29610a3	Revise operational transport Plan	Forecast Transport Operations	Transportation Management	Fulfill	1.0000	0.0000	0.5000	1.0000	0.6000	0.0000	0.5100	N			0	0
288	021f45b9c032	Define (Product/Customer/Channels) Segments	Define Segmentation Strategy	Fulfilment Strategy	Fulfill	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
289	100a49a7dcbb	Identify And Maintain Data Source	Develop Analytics Tools for Performance Improvements	Performance Management	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
