tier	l3_name	opportunity_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags
3	Manufacturing Engineering & Process Optimization	Autonomous Line Sequencing & Multi-Echelon Inventory Optimization for Ford's Vehicle Platforms	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	41000000	0	
3	Quality Control & Assurance	Autonomous Quality Assurance Optimization Suite	Make	Electric Vehicle Battery & Drive Unit Production	AGENTIC	N	39000000	0	
3	Manufacturing Process Quality Audits	Autonomous Quality Audit Orchestrator for Tier-1 Automotive Manufacturing	Make	Quality Control & In-Process Inspection	AGENTIC	N	39000000	0	
3	Market & Economic Intelligence Gathering	Autonomous Market Intelligence Orchestration for Auto Market Volatility	Plan	Demand Forecasting & Sensing	AGENTIC	N	38000000	0	
3	Drive Unit Final Assembly & Testing	Integrated Final-Drive Assembly & Test Orchestration Engine	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	38000000	0	
3	Contract Management & Lifecycle	Autonomous Contract Lifecycle Optimization & Supplier Risk-Adjusted P&L	Procure Source & Buy	Strategic Sourcing & Supplier Selection	DETERMINISTIC	N	36000000	0	
3	Warranty Cost Recovery & Supplier Management	Autonomous Warranty Recovery & Supplier Alignment Engine	Service	Warranty Administration & Claims Management	AGENTIC	N	35000000	1	CONFIDENCE_GAP
3	Pricing Management	Autonomous Pricing Management Engine for COGS-Driven Pricing	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	34000000	0	
3	Advanced Product Quality Planning (APQP) & PPAP Management	Autonomous APQP/PPAP Orchestration for Ford Quality Gateframes	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	32000000	1	CONFIDENCE_GAP
3	Inbound Freight Operations (Parts & Components)	Autonomous Inbound Freight Orchestration for Multi-Echelon Supplier Network	Move & Fulfill	Transportation Management & Carrier Operations	AGENTIC	N	32000000	0	
3	Logistics Performance Management & Analytics	Autonomous Logistics Performance Engine for COGS Optimization and OTIF	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	32000000	1	CONFIDENCE_GAP
3	Digital Manufacturing & Automation Process Design	Autonomous Multi-Echelon Manufacturing Orchestration for Ford	Make	Manufacturing Engineering & Process Design	DETERMINISTIC	N	31000000	0	
3	Demand Planning & Forecasting	Autonomous Demand Planning Engine for Automotive Platform Lifecycles	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	30800000	1	CONFIDENCE_GAP
3	Logistics Capital Planning & Investment	Autonomous Logistics Capital Optimization Engine	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	30000000	0	
3	Supplier Quality & Development	Autonomous Supplier Quality & Development Orchestrator	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	29000000	0	
3	Constraint & Exception Management	Autonomous Constraint-Driven Production Orchestration & Exception Handling	Plan	Production Planning & Scheduling	AGENTIC	N	27000000	0	
3	Launch Program Strategy & Governance	Autonomous Launch Program Playbook & Governance Engine	Plan	New Product Launch Planning	DETERMINISTIC	N	26000000	0	
3	Regulatory & Trade Policy Compliance	Autonomous Regulatory & Trade Compliance Orchestrator	Procure Source & Buy	Commodity Management & Market Intelligence	DETERMINISTIC	N	26000000	0	
3	Invoice & Payment Processing (P2P part)	Autonomous P2P Invoice Validation, 3-Way Match & Payment Optimization Engine	Procure Source & Buy	Indirect Procurement	DETERMINISTIC	N	26000000	0	
3	Launch Logistics & Distribution Planning	Autonomous Launch Logistics Orchestration for Multi-Echelon Distribution	Plan	New Product Launch Planning	AGENTIC	N	24000000	0	
3	Global Trade & Customs Compliance (Service Parts)	Autonomous Global Trade & Customs Excellence Engine for Service Parts	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	24000000	0	
3	Order Management System & Data Governance	Autonomous OMS Orchestration with Master Data & Privacy Compliance	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	24000000	1	NO_STAKES
3	Packaging Design & Specification	Autonomous Packaging Design & Specification Orchestration	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	24000000	1	CONFIDENCE_GAP
3	Mobile Service Delivery & Dispatch	Autonomous Mobile Service Orchestration for End-to-End Dispatch	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	24000000	0	
3	Non-Conformance Management & Containment	Autonomous Non-Conformance Lifecycle Orchestrator	Make	Quality Control & In-Process Inspection	AGENTIC	N	23000000	0	
3	Manufacturing Quality Process Engineering	Autonomous Quality Process Engineering Engine for COGS Reduction	Make	Manufacturing Engineering & Process Design	AGENTIC	N	23000000	0	
3	Continuous Improvement & Data Analytics	Integrated Continuous Improvement Decision Engine for COGS Reduction and OTIF Enhancement	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	23000000	0	
3	Connected Vehicle Data Governance & Analytics	Autonomous Vehicle Data Governance & Monetization Engine	Service	Connected Vehicle Services & OTA Updates	AGENTIC	N	23000000	0	
3	Commercial Dispute Resolution	Autonomous Commercial Dispute Resolution Engine	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	22000000	1	CONFIDENCE_GAP
3	Production Planning Governance & Strategy	Integrated S&OP-Driven Production & Inventory Orchestrator	Plan	Production Planning & Scheduling	DETERMINISTIC	N	21000000	0	
3	Inventory Performance Monitoring & Analytics	Autonomous Inventory Performance Optimization across multi-echelon network	Plan	Inventory Planning & Optimization	AGENTIC	N	21000000	0	
3	Regulatory & Compliance Inventory Review	Autonomous Compliance Inventory Orchestrator Across Multi-Echelon Network	Plan	Inventory Planning & Optimization	AGENTIC	N	21000000	0	
3	Die Engineering & Management	Autonomous Die Engineering Lifecycle Optimization	Make	Stamping Operations	AGENTIC	N	21000000	0	
3	Primer & Sealer Application	Autonomous Primer/Sealer Application Orchestration for OEM Paint/Coat Conformance	Make	Paint Operations	AGENTIC	N	21000000	1	CONFIDENCE_GAP
3	Quality Management & Control	End-to-End Quality Management & Defect Reduction Engine across Vehicle Platforms	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	21000000	0	
3	Facilities & Equipment Maintenance	End-to-End Maintenance Optimization & Spare Parts Inventory Sync	Make	Production Support Services	DETERMINISTIC	N	21000000	1	CONFIDENCE_GAP
3	Supplier Risk Management	Autonomous Supplier Risk Management & Resilience Engine	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	21000000	0	
3	Supplier Innovation Management	Autonomous Supplier Innovation & IP Valuation Engine	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	21000000	1	CONFIDENCE_GAP
3	Purchase Order Amendment & Change Management	Autonomous PO Amendment & Change Management Engine	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	Y	21000000	1	NO_STAKES
3	Requisition-to-Order Processing	Autonomous Requisition-to-Order Orchestration for Automotive Supply Chain	Procure Source & Buy	Indirect Procurement	AGENTIC	N	21000000	0	
3	Carrier Relationship Management & Sourcing	Autonomous Carrier Optimization & Strategic Sourcing Engine	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	21000000	0	
3	Customer Order Receipt & Validation	Autonomous Order Intake & Validation Orchestrator	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	21000000	1	CONFIDENCE_GAP
3	Returnable Container Maintenance & Repair	Autonomous Returnable Container Maintenance & Availability Engine	Move & Fulfill	Packaging & Returnable Container Management	AGENTIC	N	21000000	1	NO_STAKES
3	Upfit Solution Design & Integration	Autonomous Upfit Orchestration & Quality-Driven Supplier Alignment	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	21000000	0	
3	Preventive Maintenance & Predictive Diagnostics	Autonomous PM & Diagnostics Orchestrator for Automotive TPM	Service	Ford Pro Fleet Service & Upfit Operations	AGENTIC	N	21000000	1	CONFIDENCE_GAP
3	Third-Party & Supplier Management	Autonomous Third-Party Governance & Contract Optimization Engine	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	21000000	0	
3	Labor & Skills Capacity Planning	Autonomous Labor Capacity & Contingent Workforce Orchestrator	Plan	Capacity Planning & Constraint Management	AGENTIC	N	20000000	0	
3	Capacity Planning & Optimization	Autonomous Capacity Planning & Bottleneck-Driven Production Engine	Plan	Production Planning & Scheduling	AGENTIC	N	19000000	0	
3	Compliance & Trade Regulations Planning	Autonomous Compliance & Trade Optimization Engine	Plan	Supply Network Design & Planning	AGENTIC	N	19000000	0	
3	Data & Analytics for Production Performance	Autonomous Production Performance Optimization Engine	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	19000000	0	
3	Battery Cell Production	Autonomous Battery Cell Production Optimization Engine	Make	Electric Vehicle Battery & Drive Unit Production	AGENTIC	N	19000000	0	
3	Predictive Maintenance (PdM) & Condition Monitoring	Autonomous PdM & Condition Monitoring for Multi-Echelon Automotive Ops	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	19000000	0	
3	Supplier Development & Capacity Management	Autonomous Supplier Readiness & Capacity Orchestration	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	19000000	0	
3	Data Analytics & Performance Management	Autonomous Performance & Quality Optimization Engine for Automotive Stamping & Production	Make	Stamping Operations	AGENTIC	N	18000000	0	
3	Non-Conformance & Rework Management	Autonomous Non-Conformance Orchestration & Rework Optimizer	Make	Body Shop & Welding	AGENTIC	N	18000000	0	
3	Contract & Agreement Management (Post-Award)	Autonomous Contract Lifecycle & Commitment Optimizer	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	18000000	0	
3	Service Parts Returns & Reverse Logistics	Autonomous Service Parts Returns & Reverse Logistics Engine	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	18000000	1	CONFIDENCE_GAP
3	Service Parts Inventory Planning & Optimization	Autonomous Service Parts Inventory Orchestrator (ASPIO)	Service	Service Parts Planning & Management	DETERMINISTIC	N	18000000	0	
3	Recall & FSA Execution & Monitoring	Autonomous Recall & FSA Orchestration Engine	Service	Recall & Field Service Action Management	AGENTIC	N	18000000	2	NO_STAKES; CONFIDENCE_GAP
3	Technical Service Support & Diagnostic Tooling	Autonomous Technical Service & Diagnostic Orchestrator	Service	Customer Experience & Service Quality	AGENTIC	N	17000000	1	CONFIDENCE_GAP
3	Risk Management & Scenario Planning	Autonomous Risk & Scenario Optimization Engine for Automotive Supply Chain	Plan	Integrated Business Planning (IBP)	AGENTIC	N	15600000	1	CONFIDENCE_GAP
3	Global Trade & Export Order Compliance	Autonomous Global Trade Compliance & Optimization Engine	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	15600000	0	
3	Contract Compliance & Governance	Autonomous Contract Compliance Engine for Automotive DG/Compliance	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	15000000	2	NO_STAKES; CONFIDENCE_GAP
3	Exception & Non-Conformance Management	Autonomous Exception & Non-Conformance Orchestrator (AENO) for Automotive Manufacturing	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	14000000	0	
3	Drive Unit Component & Sub-Assembly	Autonomous Drive Unit Component & Sub-Assembly DI Engine	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	14000000	0	
3	Supplier Contract & Relationship Governance	Autonomous Supplier Contract & Relationship Governance Engine	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	14000000	0	
3	Contract Negotiation & Execution	Autonomous Commercial Contract Optimization & Execution Engine	Procure Source & Buy	Contract & Commercial Management	AGENTIC	N	14000000	0	
3	Supplier Capability Development	Autonomous Supplier Capability Acceleration Engine	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	14000000	0	
3	Preventive Maintenance (PM) Program Execution	Autonomous PM Orchestration for PM Scheduling, Execution, and Backlog Optimization	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	13500000	0	
3	Production Line Maintenance & Uptime Management	Unified Autonomous Maintenance Optimization Engine (UAME) for Ford	Make	Electric Vehicle Battery & Drive Unit Production	AGENTIC	N	13200000	0	
3	Indirect Spend Analytics & Optimization	Autonomous Indirect Spend Optimization & Savings Realization	Procure Source & Buy	Indirect Procurement	AGENTIC	N	13100000	0	
3	Supplier Sustainability & Compliance	Autonomous Supplier Sustainability & Compliance Engine	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	12000000	1	CONFIDENCE_GAP
3	Transportation Performance & Continuous Improvement	Autonomous Transportation Performance Engine for Multi-Echelon Logistics	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	12000000	0	
3	Customer Issue Resolution & Escalation	Autonomous Customer Issue Resolution & Escalation Engine	Service	Customer Experience & Service Quality	AGENTIC	N	12000000	0	
3	Logistics Sustainability & Green Initiatives	Autonomous Sustainable Logistics Optimization Engine	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	11000000	1	CONFIDENCE_GAP
3	Paint Quality & Rework Management	Autonomous Paint Quality & Rework Optimization Engine	Make	Paint Operations	AGENTIC	N	10600000	0	
3	Service Tool & Equipment Development	 Autonomous Tooling Development & Orchestration for Service Tools & Equipment	Service	Dealer Technical Support & Service Engineering	DETERMINISTIC	N	9720000	0	
3	Supplier Commercial Relationship Management	Autonomous Supplier Commercial Excellence Engine	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	Y	9000000	1	NO_STAKES
3	Supplier Risk & Resilience Management	Autonomous Supplier Risk & Resilience Orchestrator	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	9000000	0	
3	Root Cause Analysis & Corrective Action (QRCI)	Autonomous QRCI Engine for Automotive Quality Reliability	Make	Quality Control & In-Process Inspection	AGENTIC	N	8800000	1	NO_STAKES
3	Cross-Functional Demand Collaboration	Autonomous Consensus Demand Orchestration Across Cross-Functional Stakeholders	Plan	Demand Forecasting & Sensing	AGENTIC	N	8600000	1	CONFIDENCE_GAP
3	Maintenance Workforce Management & Development	Autonomous Maintenance Workforce Orchestration	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	8600000	0	
3	Receiving & Putaway Operations	Autonomous Receiving & Putaway Orchestrator for Automotive Logistics	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	8600000	1	CONFIDENCE_GAP
3	Returnable Packaging Management	Autonomous Returnable Packaging Optimization Engine	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	8600000	0	
3	Maintenance Performance Monitoring & Continuous Improvement	Autonomous TPM Optimization & OEE-Driven Maintenance Engine	Make	Plant Maintenance & Reliability	AGENTIC	N	7500000	1	CONFIDENCE_GAP
3	Regulatory & Compliance Planning	Autonomous Regulatory Compliance Orchestration for Automotive Operations	Plan	Production Planning & Scheduling	DETERMINISTIC	Y	5200000	1	NO_STAKES
3	Environmental Health & Safety (EHS) & Compliance	Autonomous EHS Compliance Orchestration & Incident Management	Make	Paint Operations	AGENTIC	N	5200000	0	
3	Continuous Quality Improvement Initiatives	Autonomous Quality Improvement & Feedback Loop Engine	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	5100000	2	NO_STAKES; CONFIDENCE_GAP
3	In-Process Component & Assembly Verification	Autonomous In-Process Quality Verification & Assembly Validation Engine	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	4800000	0	
3	Supplier Relationship & Innovation Management	Autonomous Strategic Supplier Partnership Engine with Innovation Funding	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	4800000	1	CONFIDENCE_GAP
3	Customer Experience & Dispute Resolution	Autonomous Customer Experience Orchestrator with Dispute Resolution	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	4800000	1	NO_STAKES
3	Raw Material & Component Receipt & Kitting	Autonomous Material Receipt & Kitting Orchestrator for Battery Production	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	Y	4300000	0	
3	Supplier Communication & Collaboration	Autonomous Supplier Collaboration & Development Engine	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	4200000	0	
3	Dealer Operations & Service Readiness	Autonomous Dealer Readiness & Recall Orchestration Engine	Service	Recall & Field Service Action Management	DETERMINISTIC	Y	3800000	0	
3	Current Production Supplier Quality Monitoring	Autonomous Supplier Quality Orchestration for JIT Automotive Production	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	2400000	0	
3	Indirect Supplier Performance & Relationship Management	Autonomous Indirect Supplier Performance Optimization Engine	Procure Source & Buy	Indirect Procurement	AGENTIC	N	2400000	0	
3	Dealer Technical Case Management	Autonomous Dealer Technical Case Management Engine	Service	Dealer Technical Support & Service Engineering	AGENTIC	N	2400000	2	NO_STAKES; CONFIDENCE_GAP
3	Regulatory & Environmental Compliance Planning	Autonomous Regulatory & Compliance Orchestrator for Automotive Launches	Plan	New Product Launch Planning	AGENTIC	N	2280000	0	
3	Demand Signal Sensing & Adjustment	Autonomous Demand Signal Sensing & Adjustment Engine	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	0	0	
3	Forecast Performance Management & Improvement	Autonomous Forecast Performance Optimization Engine	Plan	Demand Forecasting & Sensing	GENERATIVE	Y	0	1	NO_STAKES
3	Demand Sensing & Forecasting	Autonomous Demand Sensing & Forecasting Engine for Automotive Platform Mix	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	Y	0	0	
3	S&OP Cycle Management & Governance	Autonomous S&OP Orchestration & Governance Engine	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	0	0	
3	New Program & Lifecycle S&OP Integration	Integrated Lifecycle S&OP Accelerator for New Programs and Transitions	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	0	0	
3	S&OP Performance Monitoring & Improvement	Autonomous S&OP Performance Optimization Engine	Plan	Sales & Operations Planning (S&OP)	AGENTIC	N	0	0	
3	Risk & Scenario Planning for S&OP	Autonomous S&OP Risk & Scenario Engine with Multi-Echelon Mitigation	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	0	0	
3	Strategic Capacity Planning	Autonomous Multi-Echelon Capacity Optimization & Allocation engine	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	0	0	
3	Tactical Capacity Planning	Autonomous Tactical Capacity Orchestrator for Automotive Build Plans	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	0	0	
3	Supplier Capacity Management	Autonomous Supplier Capacity Management Engine for Automotive Network	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	0	0	
3	Inventory Strategy & Policy Definition	Autonomous Multi-Echelon Inventory Strategy Engine	Plan	Inventory Planning & Optimization	DETERMINISTIC	Y	0	0	
3	New Product Introduction (NPI) Inventory Planning	Autonomous NPI Inventory Orchestration for Fast Cycle New Vehicle Programs	Plan	Inventory Planning & Optimization	DETERMINISTIC	N	0	0	
3	Inventory Exception Management & Resolution	Autonomous Inventory Exception Management & Resolution Engine	Plan	Inventory Planning & Optimization	AGENTIC	N	0	0	
3	Supply Chain Risk Management & Resilience	Autonomous Multi-Echelon Risk Resilience Engine	Plan	Supply Network Design & Planning	AGENTIC	N	0	0	
3	Digital Transformation & Analytics Strategy	End-to-End DI Strategy for Revenue, COGS, and Working Capital Optimization in Automotive Network	Plan	Supply Network Design & Planning	DETERMINISTIC	N	0	0	
3	Supplier Network Strategy & Development	Autonomous Supplier Network Optimization Engine	Plan	Supply Network Design & Planning	DETERMINISTIC	N	0	0	
3	Performance Measurement & Continuous Improvement	Autonomous Performance Measurement & Improvement Engine (APMIE)	Plan	Supply Network Design & Planning	AGENTIC	N	0	0	
3	Inventory & Working Capital Optimization	Autonomous Multi-Echelon Inventory & Working Capital Optimizer for Ford	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	0	0	
3	Capacity & Resource Planning	Autonomous Capacity & Resource Orchestrator for Global Automotive Platform Production	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	0	0	
3	Equipment Maintenance & Reliability	Autonomous Maintenance Orchestration & Spare Parts Optimization for High-Throughput Automotive Ops	Make	Stamping Operations	AGENTIC	N	0	0	
3	Continuous Improvement & Process Optimization	Autonomous Continuous Improvement Engine for Automotive MIM: Integrated Stamping, Cycle Time, and New Tech Pilots	Make	Stamping Operations	DETERMINISTIC	N	0	0	
3	Material Flow & Inventory Management (Internal)	Autonomous Material Flow Orchestrator for Automotive Volume Lean Inventory	Make	Body Shop & Welding	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Pre-treatment & E-Coat Operations	Autonomous Pre-treatment & E-Coat Digital Twin with Semi-Autonomous Scheduling	Make	Paint Operations	DETERMINISTIC	N	0	0	
3	Paint Process Engineering & Optimization	Autonomous Paint Process Optimization Engine (APPOE)	Make	Paint Operations	DETERMINISTIC	N	0	0	
3	Paint Production Planning & Control	Autonomous Paint Production Orchestration for COGS Reduction and OTIF Improvement	Make	Paint Operations	DETERMINISTIC	N	0	0	
3	Vehicle Assembly Operations	Autonomous Vehicle Assembly Orchestration for COGS Reduction and On-Time Delivery	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	0	0	
3	Manufacturing Engineering & Process Optimization	Autonomous Line Sequencing & Multi-Echelon Inventory Optimization for Ford's Vehicle Platforms	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	0	0	
3	Workforce Management & Development	Autonomous Workforce Optimization Engine for Automotive Production	Make	Trim Chassis & Final Assembly	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Plant Maintenance & Asset Management	Autonomous TPM-Driven Maintenance Orchestrator	Make	Powertrain Manufacturing (Engine & Transmission)	AGENTIC	N	0	0	
3	Process Engineering & Continuous Improvement	End-to-End Process Optimization Engine for Production and Fulfillment	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	0	0	
3	Quality Standards & Compliance Adherence	Autonomous Quality Compliance Orchestrator for Automotive Quality Lifecycle	Make	Quality Control & In-Process Inspection	AGENTIC	N	0	0	
3	Continuous Process Improvement & Optimization	Autonomous Lean Transformation Engine for Automotive PLANT-DC Network	Make	Manufacturing Engineering & Process Design	DETERMINISTIC	N	0	0	
3	Maintenance Strategy & Planning	Autonomous Maintenance Optimization Engine for Automotive Manufacturing	Make	Plant Maintenance & Reliability	AGENTIC	N	0	0	
3	Corrective Maintenance & Breakdown Management	Autonomous Corrective Maintenance Orchestrator for Automotive Lines	Make	Plant Maintenance & Reliability	AGENTIC	N	0	0	
3	Maintenance Parts & Spares Inventory Management	Autonomous MRO Inventory & Supplier Lifecycle Optimizer	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	0	0	
3	Manufacturing Engineering & Process Development	End-to-End Manufacturing Process Optimization Engine for COGS Reduction and On-Time Delivery	Make	Production Support Services	DETERMINISTIC	N	0	0	
3	Manufacturing Systems & IT Support	Autonomous Shop Floor Optimization & Integrated Production Scheduling Engine	Make	Production Support Services	DETERMINISTIC	N	0	0	
3	Continuous Improvement & Lean Initiatives	Autonomous Lean Program Orchestrator for Automotive Gemba	Make	Production Support Services	DETERMINISTIC	N	0	2	NO_STAKES; CONFIDENCE_GAP
3	Supplier Evaluation	Autonomous Supplier Evaluation & Award Engine	Procure Source & Buy	Strategic Sourcing & Supplier Selection	AGENTIC	N	0	1	ORPHAN
3	Strategic Supplier Relationship Management (SRM)	Autonomous SRM Orchestrator for COGS-Driven Supplier Optimization	Procure Source & Buy	Strategic Sourcing & Supplier Selection	AGENTIC	N	0	0	
3	Cost & Value Optimization (Sourcing Phase)	End-to-End Sourcing Value Optimization Engine	Procure Source & Buy	Strategic Sourcing & Supplier Selection	DETERMINISTIC	N	0	0	
3	New Product Introduction (NPI) Sourcing	Autonomous NPI Sourcing & Readiness Orchestrator	Procure Source & Buy	Strategic Sourcing & Supplier Selection	AGENTIC	N	0	0	
3	Supplier Diversity & Sustainability	Autonomous Supplier Diversity & Sustainability Optimization	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	Y	0	0	
3	Supplier Compliance & Ethics	Autonomous Supplier Compliance & Ethics Orchestrator	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Supplier Financial Health Monitoring	Autonomous Supplier Financial Risk & Recovery Engine	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	0	0	
3	Supplier Launch Readiness & Support	Autonomous Supplier Launch Readiness Engine	Procure Source & Buy	Supplier Quality Management	DETERMINISTIC	Y	0	0	
3	Supplier Problem Resolution & Corrective Actions	Autonomous Supplier Quality & Corrective Action Orchestrator	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	0	0	
3	Supplier Quality Performance & Development	Autonomous Supplier Quality & Development Optimization Suite	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	0	1	NO_STAKES
3	Risk Management in Contracts	Autonomous Contract Risk & Compliance Engine	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	0	0	
3	Sustainability & Ethical Sourcing Governance	Autonomous Sustainability Governance Engine for End-to-End Sourcing Transparency	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	0	0	
3	Technology & Innovation Scouting	Autonomous Tech Scouting & Partnerships Orchestrator	Procure Source & Buy	Commodity Management & Market Intelligence	DETERMINISTIC	Y	0	0	
3	Supplier Performance Management	Autonomous Supplier Performance Optimization Engine	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	0	0	
3	Procurement Systems & Data Governance	Autonomous Procurement Data Consolidation & Intelligent PO Governance	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	0	2	NO_STAKES; CONFIDENCE_GAP
3	Indirect Contract & Agreement Management	Autonomous Indirect Contract & Clause Optimization Engine	Procure Source & Buy	Indirect Procurement	AGENTIC	N	0	1	NO_STAKES
3	Logistics Performance & Supplier Collaboration	Autonomous Logistics Optimization & Supplier Collaboration Engine	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	0	0	
3	In-Transit Visibility & Exception Management	Autonomous In-Transit Visibility & Exception Orchestration Engine	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Vehicle Distribution Center (VDC) Operations	Autonomous VDC Operations Orchestrator	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	0	0	
3	Service Parts Logistics Performance & Quality Management	Autonomous Service Parts Logistics Orchestration & Quality Improvement Engine	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	0	0	
3	Inventory Management & Accuracy	Autonomous Multi-Echelon Inventory Optimization & Cycle-Count Automation	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	0	0	
3	Warehouse Performance & Continuous Improvement	Autonomous Warehouse Performance Orchestrator for COGS and Working Capital	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Strategic Warehouse Network Planning	Autonomous Strategic Warehouse Network Optimization	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Freight Planning & Network Optimization	Autonomous Freight Planning & Network Optimization Engine	Move & Fulfill	Transportation Management & Carrier Operations	AGENTIC	N	0	0	
3	Outbound Vehicle Logistics Operations	Autonomous Outbound Vehicle Logistics Orchestrator	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	0	0	
3	Trade Compliance & International Logistics	Autonomous Trade Compliance & International Logistics Orchestrator	Move & Fulfill	Customs	AGENTIC	N	0	0	
3	Order Status Tracking & Visibility	 Autonomous Order Status Orchestration Engine	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	0	1	NO_STAKES
3	Packaging Cost Management & Optimization	Autonomous Packaging Cost Optimization Engine	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	0	0	
3	Expendable Packaging Management	Autonomous Expendable-to-Returnable Packaging Optimization & End-to-End Packaging Lifecycle	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
