tier	l3_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags
3	Root Cause Analysis & Corrective Action (QRCI)	Make	Quality Control & In-Process Inspection	AGENTIC	N	8800000	1	NO_STAKES
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	AGENTIC	N	8600000	1	CONFIDENCE_GAP
3	Maintenance Workforce Management & Development	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	8600000	0	
3	Receiving & Putaway Operations	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	8600000	1	CONFIDENCE_GAP
3	Returnable Packaging Management	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	8600000	0	
3	Maintenance Performance Monitoring & Continuous Improvement	Make	Plant Maintenance & Reliability	AGENTIC	N	7500000	1	CONFIDENCE_GAP
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	Y	5200000	1	NO_STAKES
3	Environmental Health & Safety (EHS) & Compliance	Make	Paint Operations	AGENTIC	N	5200000	0	
3	Continuous Quality Improvement Initiatives	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	5100000	2	NO_STAKES; CONFIDENCE_GAP
3	In-Process Component & Assembly Verification	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	4800000	0	
3	Supplier Relationship & Innovation Management	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	4800000	1	CONFIDENCE_GAP
3	Customer Experience & Dispute Resolution	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	4800000	1	NO_STAKES
3	Raw Material & Component Receipt & Kitting	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	Y	4300000	0	
3	Supplier Communication & Collaboration	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	4200000	0	
3	Dealer Operations & Service Readiness	Service	Recall & Field Service Action Management	DETERMINISTIC	Y	3800000	0	
3	Current Production Supplier Quality Monitoring	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	2400000	0	
3	Indirect Supplier Performance & Relationship Management	Procure Source & Buy	Indirect Procurement	AGENTIC	N	2400000	0	
3	Dealer Technical Case Management	Service	Dealer Technical Support & Service Engineering	AGENTIC	N	2400000	2	NO_STAKES; CONFIDENCE_GAP
3	Regulatory & Environmental Compliance Planning	Plan	New Product Launch Planning	AGENTIC	N	2280000	0	
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	0	0	
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	GENERATIVE	Y	0	1	NO_STAKES
3	Demand Sensing & Forecasting	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	Y	0	0	
3	S&OP Cycle Management & Governance	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	0	0	
3	New Program & Lifecycle S&OP Integration	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	0	0	
3	S&OP Performance Monitoring & Improvement	Plan	Sales & Operations Planning (S&OP)	AGENTIC	N	0	0	
3	Risk & Scenario Planning for S&OP	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	0	0	
3	Strategic Capacity Planning	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	0	0	
3	Tactical Capacity Planning	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	0	0	
3	Supplier Capacity Management	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	0	0	
3	Inventory Strategy & Policy Definition	Plan	Inventory Planning & Optimization	DETERMINISTIC	Y	0	0	
3	New Product Introduction (NPI) Inventory Planning	Plan	Inventory Planning & Optimization	DETERMINISTIC	N	0	0	
3	Inventory Exception Management & Resolution	Plan	Inventory Planning & Optimization	AGENTIC	N	0	0	
3	Supply Chain Risk Management & Resilience	Plan	Supply Network Design & Planning	AGENTIC	N	0	0	
3	Digital Transformation & Analytics Strategy	Plan	Supply Network Design & Planning	DETERMINISTIC	N	0	0	
3	Supplier Network Strategy & Development	Plan	Supply Network Design & Planning	DETERMINISTIC	N	0	0	
3	Performance Measurement & Continuous Improvement	Plan	Supply Network Design & Planning	AGENTIC	N	0	0	
3	Inventory & Working Capital Optimization	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	0	0	
3	Capacity & Resource Planning	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	0	0	
3	Equipment Maintenance & Reliability	Make	Stamping Operations	AGENTIC	N	0	0	
3	Continuous Improvement & Process Optimization	Make	Stamping Operations	DETERMINISTIC	N	0	0	
3	Material Flow & Inventory Management (Internal)	Make	Body Shop & Welding	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Pre-treatment & E-Coat Operations	Make	Paint Operations	DETERMINISTIC	N	0	0	
3	Paint Process Engineering & Optimization	Make	Paint Operations	DETERMINISTIC	N	0	0	
3	Paint Production Planning & Control	Make	Paint Operations	DETERMINISTIC	N	0	0	
3	Vehicle Assembly Operations	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	0	0	
3	Manufacturing Engineering & Process Optimization	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	0	0	
3	Workforce Management & Development	Make	Trim Chassis & Final Assembly	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Plant Maintenance & Asset Management	Make	Powertrain Manufacturing (Engine & Transmission)	AGENTIC	N	0	0	
3	Process Engineering & Continuous Improvement	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	0	0	
3	Quality Standards & Compliance Adherence	Make	Quality Control & In-Process Inspection	AGENTIC	N	0	0	
3	Continuous Process Improvement & Optimization	Make	Manufacturing Engineering & Process Design	DETERMINISTIC	N	0	0	
3	Maintenance Strategy & Planning	Make	Plant Maintenance & Reliability	AGENTIC	N	0	0	
3	Corrective Maintenance & Breakdown Management	Make	Plant Maintenance & Reliability	AGENTIC	N	0	0	
3	Maintenance Parts & Spares Inventory Management	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	0	0	
3	Manufacturing Engineering & Process Development	Make	Production Support Services	DETERMINISTIC	N	0	0	
3	Manufacturing Systems & IT Support	Make	Production Support Services	DETERMINISTIC	N	0	0	
3	Continuous Improvement & Lean Initiatives	Make	Production Support Services	DETERMINISTIC	N	0	2	NO_STAKES; CONFIDENCE_GAP
3	Supplier Evaluation	Procure Source & Buy	Strategic Sourcing & Supplier Selection	AGENTIC	N	0	1	ORPHAN
3	Strategic Supplier Relationship Management (SRM)	Procure Source & Buy	Strategic Sourcing & Supplier Selection	AGENTIC	N	0	0	
3	Cost & Value Optimization (Sourcing Phase)	Procure Source & Buy	Strategic Sourcing & Supplier Selection	DETERMINISTIC	N	0	0	
3	New Product Introduction (NPI) Sourcing	Procure Source & Buy	Strategic Sourcing & Supplier Selection	AGENTIC	N	0	0	
3	Supplier Diversity & Sustainability	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	Y	0	0	
3	Supplier Compliance & Ethics	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Supplier Financial Health Monitoring	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	0	0	
3	Supplier Launch Readiness & Support	Procure Source & Buy	Supplier Quality Management	DETERMINISTIC	Y	0	0	
3	Supplier Problem Resolution & Corrective Actions	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	0	0	
3	Supplier Quality Performance & Development	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	0	1	NO_STAKES
3	Risk Management in Contracts	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	0	0	
3	Sustainability & Ethical Sourcing Governance	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	0	0	
3	Technology & Innovation Scouting	Procure Source & Buy	Commodity Management & Market Intelligence	DETERMINISTIC	Y	0	0	
3	Supplier Performance Management	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	0	0	
3	Procurement Systems & Data Governance	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	0	2	NO_STAKES; CONFIDENCE_GAP
3	Indirect Contract & Agreement Management	Procure Source & Buy	Indirect Procurement	AGENTIC	N	0	1	NO_STAKES
3	Logistics Performance & Supplier Collaboration	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	0	0	
3	In-Transit Visibility & Exception Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Vehicle Distribution Center (VDC) Operations	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	0	0	
3	Service Parts Outbound Logistics & Transportation	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	0	0	
3	Service Parts Logistics Performance & Quality Management	Move & Fulfill	Service Parts Logistics & Distribution	AGENTIC	N	0	0	
3	Inventory Management & Accuracy	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	0	0	
3	Warehouse Performance & Continuous Improvement	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Strategic Warehouse Network Planning	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Freight Planning & Network Optimization	Move & Fulfill	Transportation Management & Carrier Operations	AGENTIC	N	0	0	
3	Outbound Vehicle Logistics Operations	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	0	0	
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	AGENTIC	N	0	0	
3	Order Status Tracking & Visibility	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	0	1	NO_STAKES
3	Packaging Cost Management & Optimization	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	0	0	
3	Expendable Packaging Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Performance Monitoring & Continuous Improvement	Move & Fulfill	Packaging & Returnable Container Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Packaging Exception & Issue Management	Move & Fulfill	Packaging & Returnable Container Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Logistics Network Design & Modeling	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Logistics Risk Management & Resilience Planning	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Claim Adjudication & Processing	Service	Warranty Administration & Claims Management	AGENTIC	N	0	0	
3	Warranty Parts Management	Service	Warranty Administration & Claims Management	AGENTIC	N	0	0	
3	Service Training & Certification	Service	Dealer Technical Support & Service Engineering	AGENTIC	N	0	1	NO_STAKES
3	Regulatory Compliance & Safety Issue Support	Service	Dealer Technical Support & Service Engineering	DETERMINISTIC	N	0	1	NO_STAKES
3	Service Parts Performance Management & Continuous Improvement	Service	Service Parts Planning & Management	DETERMINISTIC	Y	0	0	
3	Service Parts Business Continuity & Risk Management	Service	Service Parts Planning & Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Recall & FSA Determination & Strategy	Service	Recall & Field Service Action Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Regulatory Affairs & Compliance Reporting	Service	Recall & Field Service Action Management	AGENTIC	N	0	3	DEAD_ZONE; NO_STAKES; CONFIDENCE_GAP
3	Financial Management & Cost Recovery	Service	Recall & Field Service Action Management	AGENTIC	N	0	0	
3	Performance Analysis & Process Improvement	Service	Recall & Field Service Action Management	DETERMINISTIC	Y	0	1	CONFIDENCE_GAP
3	Dispatch & Resource Allocation	Service	Roadside Assistance & Emergency Services	AGENTIC	N	0	3	DEAD_ZONE; NO_STAKES; CONFIDENCE_GAP
3	Emergency Services Integration	Service	Roadside Assistance & Emergency Services	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Software & Feature Supply Chain Integration	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	Y	0	0	
3	Service Part Quality & Availability Management	Service	Customer Experience & Service Quality	DETERMINISTIC	Y	0	0	
3	Warranty & Goodwill Policy Management	Service	Customer Experience & Service Quality	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Service Process Continuous Improvement	Service	Customer Experience & Service Quality	AGENTIC	N	0	0	
3	Fleet Service Network & Capacity Management	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	Y	0	0	
3	Service & Upfit Quality Assurance	Service	Ford Pro Fleet Service & Upfit Operations	AGENTIC	N	0	0	
3	Extended Service Product Development & Lifecycle Management	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	0	0	
3	Claims Adjudication & Payment Processing	Service	Extended Service Plans & Maintenance Programs	AGENTIC	Y	0	0	
3	Performance Analytics & Program Optimization	Service	Extended Service Plans & Maintenance Programs	DETERMINISTIC	N	0	0	
3	Fraud Prevention & Audit	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	0	0	
3	Capacity Performance Monitoring & Reporting	Plan	Capacity Planning & Constraint Management	AGENTIC	N	-1	0	
3	Fixture	Make	Body Shop & Welding		N		4	PHANTOM; ORPHAN; DEAD_ZONE; CONFIDENCE_GAP
3	Invoice & Payment Reconciliation	Procure Source & Buy	Procurement Operations & Compliance		N		1	PHANTOM
